weights btw layer0 to layer1,0.21727041893981092,0.033539913326184,0.7786626598576282,0.06592350574506334,0.5657825354500409
weights btw layer0 to layer1,0.9828081762863125,0.7856234333860098,0.3141665151896281,0.28979162171246176,0.855110014887164
weights btw layer0 to layer1,0.9722998155413398,0.35570470291113687,0.2950601012604228,0.037078827606694675,0.1041829465346863
weights btw layer0 to layer1,0.8247406610497383,0.4365752981430393,0.89461550541347,0.8749887650035185,0.63090971704537
weights btw layer0 to layer1,0.311798162291521,0.983946173179947,0.9227772582287694,0.6701398898426988,0.48190143340998715
weights btw layer1 to layer2,0.00817023373339354,0.7384246430045536,0.8088235651011861,0.6508134403117255,0.8711287673507363
weights btw layer1 to layer2,0.47118066766358513,0.857100337540432,0.6908045969318106,0.5330756875746957,0.6225815165801027
weights btw layer1 to layer2,0.35889788355254215,0.8238410737469833,0.6783529062093885,0.11189614107191181,0.8488241496875938
weights btw layer1 to layer2,0.485613765077752,0.9360548371721583,0.8314045608968983,0.4195070778702541,0.3090983589645063
weights btw layer1 to layer2,0.18269428747252614,0.7663888918498151,0.5343233133408886,0.2274004895152354,0.3415721526408839
weights btw layer2 to layer3,0.6411075546006109,0.10277783938463425,0.29029263375925063,0.1472516447095259,0.3691346949084858
weights btw layer2 to layer3,0.4036614752173473,0.5516260152281164,0.7140858258624933,0.6169664434874913,0.6088481670577902
weights btw layer2 to layer3,0.5482933664493145,0.7042303714300914,0.43394265576436153,0.7624630056539122,0.19842541839231476
weights btw layer2 to layer3,0.17691949720264366,0.35017358118364006,0.6781980293871832,0.3170621872195193,0.5664942986472472
weights btw layer2 to layer3,0.599593181218869,0.33019027459483485,0.7820638285123368,0.7545869713074808,0.5846920769941211
