weights btw layer0 to layer1,0.7709408609925323,0.2391198889416546,0.17833365718029193,0.020452978194523852,0.9025701933344973
weights btw layer0 to layer1,0.16256777701467906,0.5520565619350996,0.26075201195874376,0.20409294420347568,0.4301017883807481
weights btw layer0 to layer1,0.31007699333902417,0.7206328691065346,0.19193596181075068,0.7817029995705703,0.7142688230337106
weights btw layer0 to layer1,0.7175293735550814,0.9578188328386663,0.1553346137148658,0.7667320481403156,0.0910135862417607
weights btw layer0 to layer1,0.3017337340603371,0.9226746467154631,0.273462627404804,0.19347049498657665,0.8227330608832129
weights btw layer1 to layer2,0.26049322782547135,0.7167485635206623,0.9902726805885399,0.46400074687193604,0.801016167232127
weights btw layer1 to layer2,0.3563999569848193,0.288340302762662,0.8921487262268939,0.11155371725390029,0.021687015954002797
weights btw layer1 to layer2,0.41902647033542395,0.9743640558094816,0.12827390846422249,0.5773294984419197,0.11882143363218323
weights btw layer1 to layer2,0.726410849534285,0.541172029146189,0.9605029441389507,0.5770233462381847,0.03540800903890495
weights btw layer1 to layer2,0.42990326272624435,0.5741024417293874,0.24538912972706528,0.5452231263561073,0.6414405991718227
weights btw layer2 to layer3,0.7906931169345465,0.48021084001303294,0.870675376237169,0.7096451587536169,0.07589000367410859
weights btw layer2 to layer3,0.09155339143401975,0.39305288628693,0.6870318966517122,0.01591643524600761,0.4389036983341711
weights btw layer2 to layer3,0.4237929648055385,0.5514998208704509,0.4769647082770684,0.5192322833181853,0.2950897873278999
weights btw layer2 to layer3,0.1547732740620953,0.8144889103067107,0.5701843973045171,0.43884730813279593,0.20758202491938926
weights btw layer2 to layer3,0.6789178886299485,0.49282672023429086,0.5473040862705929,0.9900291873284582,0.937703180083434
