weights btw layer0 to layer1,0.7093493575922831,0.1511840718456301,0.03073357946125943,0.9145428307202226,0.21743110918501174
weights btw layer0 to layer1,0.2013316208692334,0.5710516341881513,0.8256464572500207,0.4702427009814002,0.9841146931735604
weights btw layer0 to layer1,0.5901976231819371,0.8303149538494446,0.9098648702539188,0.8640361726585082,0.26382044001432636
weights btw layer0 to layer1,0.33542265960955364,0.5726457061368141,0.8126241354683161,0.40522984536482165,0.345047915001659
weights btw layer0 to layer1,0.7323722224530418,0.5054759435367204,0.6305204066950405,0.40216337296758986,0.582158501913236
weights btw layer1 to layer2,0.9732510743105651,0.9601516117648106,0.5019907114072832,0.4889954331186387,0.21307255106392076
weights btw layer1 to layer2,0.7863931615947294,0.5478285934282308,0.5025757149732237,0.9788729648055614,0.06979958176360401
weights btw layer1 to layer2,0.015920702199142545,0.08092213412565274,0.6723227709783816,0.8543353585142014,0.6718663080108946
weights btw layer1 to layer2,0.35208452769914833,0.37450970805748807,0.47682529018004527,0.12428781241715481,0.6357825328816137
weights btw layer1 to layer2,0.3229721675271119,0.35904426956217084,0.8015674898185093,0.15251730982364042,0.9508299618633312
weights btw layer2 to layer3,0.5095960636755151,0.5031812913804856,0.10404621653526613,0.2919513553825761,0.6220063838525851
weights btw layer2 to layer3,0.7046993170469421,0.30805335642964815,0.1503726590160397,0.03396668703564254,0.17219250911864092
weights btw layer2 to layer3,0.7275461029938477,0.7845410419668242,0.5189189931365144,0.8386640713499651,0.04642350693755648
weights btw layer2 to layer3,0.3839563001051771,0.6627278416504061,0.3821452681801474,0.7688986640523044,0.04125482288566196
weights btw layer2 to layer3,0.8997642594968904,0.8920839833521783,0.7234987361914855,0.18890132995981967,0.5148659091973782
