weights btw layer0 to layer1,0.651935243218032,0.6942821592406241,0.8591844122635718,0.42858053122990325,0.7973579096191783
weights btw layer0 to layer1,0.38762545487305067,0.7843541066929811,0.7608586239555964,0.5884092747563902,0.17466794431375232
weights btw layer0 to layer1,0.9260882790070082,0.1790561228510973,0.6606143476961317,0.2560750539052383,0.9879325855722068
weights btw layer0 to layer1,0.5085863635763446,0.8862250151562429,0.771963048705437,0.5325542442706448,0.39795063520880514
weights btw layer0 to layer1,0.1744149517012663,0.27500266645037874,0.2088564883664651,0.44445527461108714,0.9484235849274407
weights btw layer1 to layer2,0.12556239912074063,0.35969837186636755,0.024136936264419706,0.7796609618327628,0.07567015912350439
weights btw layer1 to layer2,0.5751949791195248,0.47712320641344697,0.2165192170184509,0.7859309630337006,0.09504071300069983
weights btw layer1 to layer2,0.7115155844152466,0.48743523636010766,0.03644533382120141,0.7608649059180717,0.01198637061809249
weights btw layer1 to layer2,0.32072904879871755,0.32338418507298494,0.08807532168605392,0.07863447708441129,0.6520889399001133
weights btw layer1 to layer2,0.6109797186506614,0.6870440818499176,0.7452130262189616,0.12161219320847827,0.45329040659115016
weights btw layer2 to layer3,0.2757585875968357,0.7933925519314089,0.4799077038386137,0.4240317071880032,0.4466980139341884
weights btw layer2 to layer3,0.8251084101702097,0.671586419115653,0.1324955034868437,0.060076544959154154,0.00933130221467604
weights btw layer2 to layer3,0.4122140578429775,0.6974144978975729,0.9040472265208065,0.5388557493688592,0.10736702707973322
weights btw layer2 to layer3,0.3333753370630732,0.9914110578361212,0.9235945488515053,0.6234423440258897,0.4550346336020332
weights btw layer2 to layer3,0.7739789066168384,0.6016394173880708,0.08299320349489159,0.37308019340571696,0.6045662042441194
